1, 0, 2048, 9874420
2, 32768, 2048, 15385420
3, 65536, 2048, 20896420
4, 98304, 2048, 26407420
5, 131072, 2048, 31918420
6, 163840, 2048, 37429420
7, 196608, 2048, 42940420
8, 229376, 2048, 48451420
9, 262144, 2048, 53962420
10, 294912, 2048, 59473420
11, 327680, 2048, 64984420
12, 360448, 2048, 70495420
13, 393216, 2048, 76006420
14, 425984, 2048, 81517420
15, 458752, 2048, 87028420
16, 491520, 2048, 92539420
17, 524288, 2048, 98050420
18, 557056, 2048, 103561420
19, 589824, 2048, 109072420
20, 622592, 2048, 114583420
21, 655360, 2048, 120094420
22, 688128, 2048, 125605420
23, 720896, 2048, 131117420
24, 753664, 2048, 136627420
25, 786432, 2048, 142138420
26, 819200, 2048, 147649420
27, 851968, 2048, 153160420
28, 884736, 2048, 158671420
29, 917504, 2048, 164182420
30, 950272, 2048, 169693420
31, 983040, 2048, 175204420
32, 1015808, 2048, 180715420
33, 1048576, 2048, 186226420
34, 1081344, 2048, 191737420
35, 1114112, 2048, 197248420
36, 1146880, 2048, 202759420
37, 1179648, 2048, 208270420
38, 1212416, 2048, 213781420
39, 1245184, 2048, 219292420
40, 1277952, 2048, 224803420
41, 1310720, 2048, 230314420
42, 1343488, 2048, 235825420
43, 1376256, 2048, 241336420
44, 1409024, 2048, 246847420
45, 1441792, 2048, 252359420
46, 1474560, 2048, 257869420
47, 1507328, 2048, 263380420
48, 1540096, 2048, 268891420
49, 1572864, 2048, 274402420
50, 1605632, 2048, 279913420
51, 1638400, 2048, 285424420
52, 1671168, 2048, 290935420
53, 1703936, 2048, 296446420
54, 1736704, 2048, 301957420
55, 1769472, 2048, 307468420
56, 1802240, 2048, 312979420
57, 1835008, 2048, 318490420
58, 1867776, 2048, 324001420
59, 1900544, 2048, 329512420
60, 1933312, 2048, 335023420
61, 1966080, 2048, 340534420
62, 1998848, 2048, 346045420
63, 2031616, 2048, 351556420
64, 2064384, 2048, 357067420
65, 2097152, 2048, 362578420
66, 2129920, 2048, 368089420
67, 2162688, 2048, 373600420
68, 2195456, 2048, 379111420
69, 2228224, 2048, 384622420
70, 2260992, 2048, 390133420
71, 2293760, 2048, 395644420
72, 2326528, 2048, 401155420
73, 2359296, 2048, 406666420
74, 2392064, 2048, 412177420
75, 2424832, 2048, 417688420
76, 2457600, 2048, 423199420
77, 2490368, 2048, 428710420
78, 2523136, 2048, 434221420
79, 2555904, 2048, 439732420
80, 2588672, 2048, 445243420
81, 2621440, 2048, 450754420
82, 2654208, 2048, 456265420
83, 2686976, 2048, 461776420
84, 2719744, 2048, 467287420
85, 2752512, 2048, 472798420
86, 2785280, 2048, 478309420
87, 2818048, 2048, 483821420
88, 2850816, 2048, 489332420
89, 2883584, 2048, 494842420
90, 2916352, 2048, 500353420
91, 2949120, 2048, 505864420
92, 2981888, 2048, 511376420
93, 3014656, 2048, 516886420
94, 3047424, 2048, 522397420
95, 3080192, 2048, 527908420
96, 3112960, 2048, 533419420
97, 3145728, 2048, 538930420
98, 3178496, 2048, 544441420
99, 3211264, 2048, 549952420
100, 3244032, 2048, 555463420
